person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter
24,79650,RENT,4.0,PERSONAL,E,6000,16.35,1,0.0753,Y,3,0.0123,0.0753,75-100k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
23,92000,RENT,4.0,VENTURE,B,6000,12.42,0,0.0652,N,3,0.0081,0.0652,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
26,81000,RENT,10.0,PERSONAL,A,6000,7.51,1,0.0741,N,2,0.0056,0.0741,75-100k,26-35,Stable(7y+),New(<=2y),0,0,0,1
25,50400,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,9.62,0,0.2381,N,4,0.0229,0.2381,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,50400,MORTGAGE,6.0,EDUCATION,D,12000,14.09,0,0.2381,N,2,0.0335,0.2381,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
25,50400,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,7.14,0,0.119,N,4,0.0085,0.119,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,95000,RENT,0.0,MEDICAL,B,6000,10.99,0,0.0632,N,2,0.0069,0.0632,75-100k,26-35,Unstable(<1y),New(<=2y),0,0,0,1
24,95000,RENT,3.0,HOMEIMPROVEMENT,B,6000,10.99,0,0.0632,N,4,0.0069,0.0632,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
25,50400,OWN,0.0,HOMEIMPROVEMENT,D,6000,14.59,0,0.119,N,2,0.0174,0.119,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
26,50400,OWN,0.0,VENTURE,B,6725,10.62,0,0.1334,N,4,0.0142,0.1334,50-75k,26-35,Unstable(<1y),Building(2-5y),0,0,0,0
25,96000,RENT,0.0,HOMEIMPROVEMENT,A,6000,6.99,0,0.0625,N,4,0.0044,0.0625,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,96500,RENT,0.0,DEBTCONSOLIDATION,A,6000,7.66,0,0.0622,N,2,0.0048,0.0622,75-100k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
26,98000,RENT,8.0,DEBTCONSOLIDATION,B,6000,10.99,0,0.0612,N,3,0.0067,0.0612,75-100k,26-35,Stable(7y+),Building(2-5y),0,0,0,1
25,100000,RENT,0.0,PERSONAL,A,6000,5.42,0,0.06,N,4,0.0033,0.06,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
21,50460,OWN,4.0,VENTURE,C,6000,13.49,0,0.1189,N,3,0.016,0.1189,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
24,50496,MORTGAGE,3.0,PERSONAL,B,3000,11.99,0,0.0594,N,3,0.0071,0.0594,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
22,100000,RENT,6.0,EDUCATION,B,6000,11.99,0,0.06,N,4,0.0072,0.06,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
22,100000,RENT,3.0,EDUCATION,C,6000,12.98,0,0.06,Y,2,0.0078,0.06,75-100k,18-25,Early(1-3y),New(<=2y),1,0,0,1
25,100000,RENT,9.0,PERSONAL,D,6000,14.42,0,0.06,Y,3,0.0087,0.06,75-100k,18-25,Stable(7y+),Building(2-5y),1,0,0,1
26,92000,RENT,0.0,VENTURE,D,6000,15.58,1,0.0652,N,3,0.0102,0.0652,75-100k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1
22,105000,RENT,4.0,VENTURE,B,6000,9.99,0,0.0571,N,2,0.0057,0.0571,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1
22,50500,OWN,6.0,VENTURE,B,6000,11.83,0,0.1188,N,2,0.0141,0.1188,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
22,93000,RENT,6.0,HOMEIMPROVEMENT,A,6000,8.94,1,0.0645,N,4,0.0058,0.0645,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
22,105500,RENT,6.0,EDUCATION,B,6000,11.99,0,0.0569,N,4,0.0068,0.0569,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,95000,RENT,7.0,DEBTCONSOLIDATION,D,6000,16.49,1,0.0632,N,4,0.0104,0.0632,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,50508,OWN,8.0,PERSONAL,B,7500,10.83,0,0.1485,N,4,0.0161,0.1485,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
24,110000,RENT,0.0,PERSONAL,B,6000,10.99,0,0.0545,N,4,0.006,0.0545,100k+,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
25,50600,OWN,3.0,PERSONAL,A,3000,7.51,0,0.0593,N,2,0.0045,0.0593,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,0
26,50648,MORTGAGE,8.0,PERSONAL,A,8000,6.76,0,0.158,N,4,0.0107,0.158,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0
24,50700,MORTGAGE,8.0,EDUCATION,A,4500,8.9,0,0.0888,N,4,0.0079,0.0888,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
24,120000,RENT,0.0,PERSONAL,B,6000,10.99,0,0.05,N,3,0.0055,0.05,100k+,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
26,120000,RENT,10.0,VENTURE,B,6000,9.88,0,0.05,N,2,0.0049,0.05,100k+,26-35,Stable(7y+),New(<=2y),0,0,0,1
26,125000,RENT,3.0,EDUCATION,B,6000,12.53,0,0.048,N,2,0.006,0.048,100k+,26-35,Early(1-3y),New(<=2y),0,0,0,1
26,140000,RENT,2.0,DEBTCONSOLIDATION,B,6000,11.36,0,0.0429,N,4,0.0049,0.0429,100k+,26-35,Early(1-3y),Building(2-5y),0,0,0,1
25,150000,RENT,3.0,HOMEIMPROVEMENT,C,6000,13.48,0,0.04,N,2,0.0054,0.04,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,1
22,50750,MORTGAGE,2.0,MEDICAL,B,10000,9.63,0,0.197,N,4,0.019,0.197,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
26,38000,RENT,0.0,DEBTCONSOLIDATION,B,6025,10.99,0,0.1586,N,3,0.0174,0.1586,25-50k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1
23,42000,RENT,7.0,EDUCATION,B,6025,9.63,0,0.1435,N,4,0.0138,0.1435,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
22,50900,MORTGAGE,6.0,DEBTCONSOLIDATION,C,22000,13.48,0,0.4322,Y,3,0.0583,0.4322,50-75k,18-25,Established(3-7y),Building(2-5y),1,1,0,0
22,60000,RENT,0.0,VENTURE,A,6025,7.49,0,0.1004,N,3,0.0075,0.1004,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
25,50000,RENT,9.0,HOMEIMPROVEMENT,B,6075,10.0,0,0.1215,N,2,0.0122,0.1215,25-50k,18-25,Stable(7y+),New(<=2y),0,0,0,1
25,50988,OWN,9.0,HOMEIMPROVEMENT,B,4200,9.99,0,0.0824,N,3,0.0082,0.0824,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
22,51000,OWN,0.0,VENTURE,A,16000,7.9,0,0.3137,N,3,0.0248,0.3137,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
25,19200,RENT,3.0,DEBTCONSOLIDATION,B,6150,11.46,1,0.3203,N,3,0.0367,0.3203,<25k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,35713,RENT,1.0,MEDICAL,C,6150,11.03,0,0.1722,Y,3,0.019,0.1722,25-50k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1
24,45000,MORTGAGE,0.0,VENTURE,C,10625,14.27,1,0.2361,Y,2,0.0337,0.2361,25-50k,18-25,Unstable(<1y),New(<=2y),1,0,0,0
24,77385,RENT,5.0,DEBTCONSOLIDATION,A,6150,5.99,0,0.0795,N,4,0.0048,0.0795,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,51000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,6.03,0,0.0784,N,2,0.0047,0.0784,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,51000,MORTGAGE,7.0,VENTURE,A,10000,6.03,0,0.1961,N,3,0.0118,0.1961,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,19200,RENT,1.0,MEDICAL,G,6200,19.82,1,0.3229,N,3,0.064,0.3229,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,1,1
26,51000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,9000,9.99,0,0.1765,N,3,0.0176,0.1765,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0
26,20000,RENT,9.0,EDUCATION,A,6200,5.99,1,0.31,N,4,0.0186,0.31,<25k,26-35,Stable(7y+),Building(2-5y),0,0,0,1
23,51000,OWN,7.0,PERSONAL,A,6000,5.42,0,0.1176,N,4,0.0064,0.1176,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
24,26000,RENT,2.0,HOMEIMPROVEMENT,D,6200,14.11,1,0.2385,N,4,0.0336,0.2385,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
22,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.1961,N,3,0.0166,0.1961,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
22,29004,RENT,6.0,DEBTCONSOLIDATION,C,6200,15.23,0,0.2138,Y,4,0.0326,0.2138,25-50k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
22,30000,RENT,3.0,EDUCATION,D,6200,15.31,0,0.2067,Y,3,0.0316,0.2067,25-50k,18-25,Early(1-3y),Building(2-5y),1,0,0,1
21,51000,MORTGAGE,5.0,EDUCATION,B,13000,10.99,0,0.2549,N,3,0.028,0.2549,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,39996,RENT,2.0,DEBTCONSOLIDATION,C,6200,13.79,0,0.155,N,2,0.0214,0.155,25-50k,26-35,Early(1-3y),New(<=2y),0,0,0,1
22,40000,RENT,2.0,EDUCATION,B,6200,12.69,0,0.155,N,3,0.0197,0.155,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
23,42500,RENT,1.0,PERSONAL,C,6200,13.92,0,0.1459,N,2,0.0203,0.1459,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
22,45000,RENT,7.0,EDUCATION,C,6200,13.79,0,0.1378,N,3,0.019,0.1378,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,51000,MORTGAGE,2.0,PERSONAL,A,8000,7.49,0,0.1569,N,3,0.0117,0.1569,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
26,51000,MORTGAGE,2.0,MEDICAL,A,4000,5.99,0,0.0784,N,4,0.0047,0.0784,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0
22,46200,RENT,5.0,EDUCATION,B,6200,12.42,0,0.1342,N,3,0.0167,0.1342,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,50606,RENT,3.0,MEDICAL,A,6200,7.49,0,0.1225,N,4,0.0092,0.1225,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
26,51000,MORTGAGE,10.0,MEDICAL,A,15825,6.99,0,0.3103,N,3,0.0217,0.3103,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0
25,51000,MORTGAGE,6.0,EDUCATION,C,3000,13.99,0,0.0588,N,2,0.0082,0.0588,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,2400,7.49,0,0.0471,N,3,0.0035,0.0471,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
22,46000,RENT,1.0,DEBTCONSOLIDATION,D,6200,15.31,1,0.1348,N,4,0.0206,0.1348,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
23,56000,RENT,4.0,PERSONAL,A,6200,8.49,0,0.1107,N,2,0.0094,0.1107,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,1
23,60000,RENT,1.0,DEBTCONSOLIDATION,B,6200,10.65,0,0.1033,N,3,0.011,0.1033,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
25,51000,MORTGAGE,0.0,PERSONAL,A,4200,7.29,0,0.0824,N,2,0.006,0.0824,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
26,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.2353,N,4,0.0172,0.2353,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0
23,45000,MORTGAGE,6.0,MEDICAL,B,5000,10.74,1,0.1111,N,2,0.0119,0.1111,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,65000,RENT,8.0,PERSONAL,A,6200,7.49,0,0.0954,N,2,0.0071,0.0954,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,1
25,51000,MORTGAGE,6.0,PERSONAL,E,16750,16.4,0,0.3284,N,4,0.0539,0.3284,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
24,65000,RENT,0.0,VENTURE,A,6200,8.9,0,0.0954,N,2,0.0085,0.0954,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
26,69000,RENT,7.0,EDUCATION,A,6200,7.88,0,0.0899,N,3,0.0071,0.0899,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,1
22,51000,MORTGAGE,6.0,MEDICAL,A,6000,5.79,0,0.1176,N,2,0.0068,0.1176,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
26,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,6.17,0,0.2353,N,4,0.0145,0.2353,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0
22,72000,RENT,4.0,PERSONAL,A,6200,5.99,0,0.0861,N,2,0.0052,0.0861,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,1
25,51000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7600,12.23,0,0.149,N,3,0.0182,0.149,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,45000,RENT,0.0,VENTURE,C,6225,11.54,0,0.1383,Y,4,0.016,0.1383,25-50k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1
21,63250,RENT,2.0,PERSONAL,B,6225,10.99,0,0.0984,N,4,0.0108,0.0984,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
22,51000,MORTGAGE,6.0,PERSONAL,B,7000,11.12,0,0.1373,N,3,0.0153,0.1373,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,51000,MORTGAGE,7.0,MEDICAL,A,10000,7.14,0,0.1961,N,2,0.014,0.1961,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,14898,RENT,4.0,VENTURE,C,6250,15.27,1,0.4195,N,2,0.0641,0.4195,<25k,18-25,Established(3-7y),New(<=2y),0,1,0,1
22,16000,RENT,4.0,VENTURE,B,6250,9.91,1,0.3906,N,2,0.0387,0.3906,<25k,18-25,Established(3-7y),New(<=2y),0,0,0,1
24,51000,OWN,8.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.1765,N,3,0.0126,0.1765,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
22,19200,RENT,2.0,DEBTCONSOLIDATION,A,6250,7.51,1,0.3255,N,3,0.0244,0.3255,<25k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
25,19200,RENT,4.0,EDUCATION,D,6250,15.31,1,0.3255,Y,2,0.0498,0.3255,<25k,18-25,Established(3-7y),New(<=2y),1,0,1,1
24,51000,OWN,6.0,VENTURE,B,6000,10.75,0,0.1176,N,2,0.0126,0.1176,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,19250,RENT,1.0,HOMEIMPROVEMENT,E,6250,16.82,1,0.3247,Y,4,0.0546,0.3247,<25k,18-25,Unstable(<1y),Building(2-5y),1,0,1,1
22,51000,MORTGAGE,3.0,VENTURE,C,13000,13.48,0,0.2549,Y,3,0.0344,0.2549,50-75k,18-25,Early(1-3y),Building(2-5y),1,0,0,0
22,20000,RENT,3.0,EDUCATION,D,6250,15.31,1,0.3125,Y,3,0.0478,0.3125,<25k,18-25,Early(1-3y),Building(2-5y),1,0,1,1
21,21000,RENT,2.0,EDUCATION,C,6250,13.85,0,0.2976,N,3,0.0412,0.2976,<25k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
21,23000,RENT,5.0,PERSONAL,C,6250,13.48,0,0.2717,Y,3,0.0366,0.2717,<25k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
22,23000,RENT,6.0,MEDICAL,C,6250,12.73,0,0.2717,N,2,0.0346,0.2717,<25k,18-25,Established(3-7y),New(<=2y),0,0,0,1
25,51000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,7.88,0,0.1373,N,4,0.0108,0.1373,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,51000,MORTGAGE,3.0,PERSONAL,C,16000,13.11,0,0.3137,Y,3,0.0411,0.3137,50-75k,18-25,Early(1-3y),Building(2-5y),1,0,0,0
25,24000,RENT,3.0,DEBTCONSOLIDATION,C,6250,13.72,0,0.2604,Y,3,0.0357,0.2604,<25k,18-25,Early(1-3y),Building(2-5y),1,0,0,1
23,24000,RENT,0.0,EDUCATION,B,6250,12.53,0,0.2604,N,3,0.0326,0.2604,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,26000,RENT,8.0,MEDICAL,A,6250,6.91,0,0.2404,N,4,0.0166,0.2404,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
21,51000,MORTGAGE,5.0,PERSONAL,A,6000,7.88,0,0.1176,N,2,0.0093,0.1176,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
22,27000,RENT,3.0,MEDICAL,D,6250,15.99,1,0.2315,Y,4,0.037,0.2315,25-50k,18-25,Early(1-3y),Building(2-5y),1,0,0,1
22,55000,RENT,3.0,VENTURE,A,7000,6.91,0,0.1273,N,4,0.0088,0.1273,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,51000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3600,7.14,0,0.0706,N,2,0.005,0.0706,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
24,55000,RENT,1.0,MEDICAL,A,7000,7.88,0,0.1273,N,4,0.01,0.1273,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
22,51000,MORTGAGE,3.0,EDUCATION,B,15200,10.99,0,0.298,N,4,0.0328,0.298,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
24,51000,OWN,9.0,VENTURE,D,10000,15.31,0,0.1961,Y,2,0.03,0.1961,50-75k,18-25,Stable(7y+),New(<=2y),1,0,0,0
26,51000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.74,0,0.1961,N,3,0.0152,0.1961,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0
22,56000,RENT,0.0,DEBTCONSOLIDATION,B,7000,11.36,0,0.125,N,2,0.0142,0.125,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
21,45000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,8000,15.31,1,0.1778,Y,3,0.0272,0.1778,25-50k,18-25,Early(1-3y),Building(2-5y),1,0,0,0
24,56000,RENT,7.0,VENTURE,A,7000,8.59,0,0.125,N,3,0.0107,0.125,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
24,51000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8500,8.94,0,0.1667,N,3,0.0149,0.1667,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,56000,RENT,4.0,PERSONAL,A,7000,9.07,0,0.125,N,3,0.0113,0.125,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,1
25,50000,RENT,2.0,MEDICAL,E,7000,15.57,1,0.14,N,3,0.0218,0.14,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
25,56004,RENT,3.0,MEDICAL,C,7000,14.22,0,0.125,N,4,0.0178,0.125,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
23,57960,RENT,0.0,PERSONAL,C,7000,13.04,0,0.1208,Y,4,0.0157,0.1208,50-75k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1
23,52000,RENT,3.0,MEDICAL,C,7000,13.85,1,0.1346,N,4,0.0186,0.1346,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,51000,MORTGAGE,5.0,EDUCATION,B,8000,10.96,0,0.1569,N,3,0.0172,0.1569,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,60000,RENT,9.0,DEBTCONSOLIDATION,C,7000,13.49,0,0.1167,N,2,0.0157,0.1167,50-75k,26-35,Stable(7y+),New(<=2y),0,0,0,1
24,51024,MORTGAGE,8.0,HOMEIMPROVEMENT,C,2000,12.99,0,0.0392,Y,4,0.0051,0.0392,50-75k,18-25,Stable(7y+),Building(2-5y),1,0,0,0
23,51036,MORTGAGE,7.0,EDUCATION,C,15000,13.16,0,0.2939,N,4,0.0387,0.2939,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,60000,RENT,1.0,PERSONAL,C,7000,14.65,0,0.1167,N,2,0.0171,0.1167,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
23,60000,RENT,4.0,DEBTCONSOLIDATION,A,7000,6.03,0,0.1167,N,3,0.007,0.1167,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
24,51072,MORTGAGE,8.0,EDUCATION,B,13000,10.95,0,0.2545,N,2,0.0279,0.2545,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,0
25,54000,RENT,1.0,DEBTCONSOLIDATION,F,7000,20.89,1,0.1296,N,3,0.0271,0.1296,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
22,51168,MORTGAGE,6.0,VENTURE,B,15500,10.99,0,0.3029,N,3,0.0333,0.3029,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
24,54000,RENT,0.0,DEBTCONSOLIDATION,D,7000,15.99,1,0.1296,Y,3,0.0207,0.1296,50-75k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1
25,60000,RENT,3.0,VENTURE,D,7000,15.62,0,0.1167,N,4,0.0182,0.1167,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
25,60000,RENT,3.0,HOMEIMPROVEMENT,A,7000,6.92,0,0.1167,N,2,0.0081,0.1167,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,1
23,60000,RENT,4.0,DEBTCONSOLIDATION,A,7000,5.79,0,0.1167,N,3,0.0068,0.1167,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
26,60000,RENT,3.0,MEDICAL,A,7000,6.91,0,0.1167,N,2,0.0081,0.1167,50-75k,26-35,Early(1-3y),New(<=2y),0,0,0,1
25,51300,MORTGAGE,7.0,VENTURE,A,11000,5.99,0,0.2144,N,3,0.0128,0.2144,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,60000,RENT,0.0,MEDICAL,B,7000,9.25,0,0.1167,N,2,0.0108,0.1167,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
24,60000,RENT,5.0,EDUCATION,A,7000,6.54,0,0.1167,N,4,0.0076,0.1167,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
22,51300,OWN,6.0,PERSONAL,D,11200,15.31,0,0.2183,Y,3,0.0334,0.2183,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,0
25,60000,RENT,9.0,MEDICAL,B,7000,10.36,0,0.1167,N,4,0.0121,0.1167,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
23,51319,MORTGAGE,2.0,VENTURE,B,20000,10.37,0,0.3897,N,3,0.0404,0.3897,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
22,60000,RENT,3.0,EDUCATION,A,7000,6.91,0,0.1167,N,2,0.0081,0.1167,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,1
22,60000,RENT,5.0,MEDICAL,B,7000,9.99,0,0.1167,N,4,0.0117,0.1167,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
22,54000,RENT,6.0,MEDICAL,D,7000,14.96,1,0.1296,Y,4,0.0194,0.1296,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
24,60000,RENT,0.0,VENTURE,A,7000,7.88,0,0.1167,N,3,0.0092,0.1167,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
22,54000,RENT,2.0,PERSONAL,D,7000,14.96,1,0.1296,N,3,0.0194,0.1296,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,60000,RENT,0.0,EDUCATION,A,7000,9.32,0,0.1167,N,3,0.0109,0.1167,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,60140,RENT,2.0,VENTURE,A,7000,8.59,0,0.1164,N,3,0.01,0.1164,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,51480,MORTGAGE,7.0,MEDICAL,A,12000,7.88,0,0.2331,N,2,0.0184,0.2331,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
22,51480,MORTGAGE,4.0,MEDICAL,B,3000,11.83,0,0.0583,N,2,0.0069,0.0583,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,45480,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4400,13.16,1,0.0967,N,3,0.0127,0.0967,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,51492,MORTGAGE,2.0,EDUCATION,B,13800,10.38,0,0.268,N,4,0.0278,0.268,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
22,60500,RENT,3.0,DEBTCONSOLIDATION,C,7000,12.84,0,0.1157,N,2,0.0149,0.1157,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,1
26,51500,OWN,10.0,HOMEIMPROVEMENT,A,15000,6.92,0,0.2913,N,2,0.0202,0.2913,50-75k,26-35,Stable(7y+),New(<=2y),0,0,0,0
24,51500,MORTGAGE,2.0,VENTURE,A,6300,5.79,0,0.1223,N,3,0.0071,0.1223,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
23,62000,RENT,5.0,PERSONAL,B,7000,9.91,0,0.1129,N,4,0.0112,0.1129,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
26,51500,MORTGAGE,7.0,VENTURE,B,11000,10.99,0,0.2136,N,3,0.0235,0.2136,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,0
26,51500,MORTGAGE,3.0,HOMEIMPROVEMENT,D,9600,15.21,0,0.1864,Y,4,0.0284,0.1864,50-75k,26-35,Early(1-3y),Building(2-5y),1,0,0,0
24,51500,MORTGAGE,6.0,MEDICAL,A,4000,7.51,0,0.0777,N,2,0.0058,0.0777,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
22,51500,MORTGAGE,6.0,EDUCATION,B,7500,9.88,0,0.1456,N,3,0.0144,0.1456,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,62000,RENT,9.0,DEBTCONSOLIDATION,A,7000,7.49,0,0.1129,N,4,0.0085,0.1129,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
